German,French,Italian,Spanish,English
@klammerdackel Scheinbar…,"🎵Au Demi-Festival de Sète, le style posé et décalé de la rappeuse Eesah Yasuke. La manifestation sétoise, organisée jusqu’au 13 août, s’attache à faire découvrir de jeunes pousses #Musique | par @Stephbinet
https://t.co/XrjJ3Pbwnj","Preghiamo per i nostri antenati e in unione con loro, dedichiamo tempo a fare memoria, custodiamo la loro eredità: nella nebbia della dimenticanza che assale i nostri tempi è fondamentale coltivare le radici. È così che si costruisce il futuro. #NonnieAnziani",En esta investigación de la BBC se revelan escabrosas y sistemáticas torturas en las cárceles rusas que rara vez son castigadas. https://t.co/6KFKnh7LV8,"RT @WakeForestNews: Weekend listening 🎙 We've all heard the saying, ""What doesn't kill you makes you stronger."" But is there any truth to t…"
RT @EbbeSand: Französische Zukunft der #Atomkraft … in einem Bild! https://t.co/cqiZLqGf1D,"𝐋𝐈𝐕𝐄 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 | L’Ukraine a confirmé avoir reçu un paiement pour le transit du pétrole russe vers l’Europe via l’oléoduc Droujba, a annoncé vendredi la société Transneft, citée par l’agence de presse russe RIA Novosti
https://t.co/2t4PjyL6aK","I santi #GioacchinoeAnna ci aiutino a onorare i nostri #NonnieAnziani, a fare tesoro della loro presenza per costruire un avvenire migliore in cui per nessuno si ripeta la storia di violenza ed emarginazione subita dai nostri fratelli e sorelle dei #PopoliIndigeni.","""Esta tecnología nunca había sido llevada a la Estación Espacial Internacional y ejecutada a más de 400 km de altura para monitorear bosques"". https://t.co/bR7c7oCJqu","“No pain, no gain.”

This idea – that hard times make us stronger – has been touted so often that we rarely stop to ask ourselves: is there any truth to this story? This week, how adversity really transforms us – and what we can do to cope.

https://t.co/7xmDA3uFmo"
@sinnundverstand Das blöde Vieh hat übern Sommer alle Blüten weggefressen.,"Après un effort intellectuel intense, une molécule – le glutamate –, accumulée dans certaines zones de notre cerveau, perturbe le raisonnement et la prise de décision.  C'est le signe qu’il est temps de cesser de travailler #fatigue | par @FlorenceRosier https://t.co/7PskNvhjb5","Pregare insieme, aiutare insieme, condividere storie di vita, gioie e lotte comuni apre la porta all’opera riconciliatrice di Dio. #ViaggioApostolico #Canada","No solo las mujeres tienen mayor dificultad para conseguir un embarazo después de los 35 o 40 años. Los hombres producen espermatozoides durante toda su vida, pero después de cierta edad ya no son como en la juventud. https://t.co/1y2znbu7cj","“One lesson from the Frazier paper is that this coping strategy...didn't seem like a particularly effective one, at least for this sample.”

This week @EJayawickreme explores the drawbacks of how we cope with adversity - and how we can do it better. (3/3)
https://t.co/ftfHkJZcTr"
"AusderUBahns lustige Tiererlebnisse, Nr. 312.","Giorgia Meloni, la cheffe de file de l’extrême droite italienne, en quête de normalisation, en vue des élections législatives du 25 septembre | par @Obonnel
https://t.co/Qw5RMcjZRJ","La riconciliazione non è tanto un’opera nostra, è un dono che sgorga dal Crocifisso, è pace che viene dal Cuore di Gesù, è una grazia che va chiesta. #PopoliIndigeni #Canada","Anne Heche fue declarada con muerte cerebral anoche, pero se la ha mantenido con soporte vital para la donación de órganos, dijo este viernes su representante al diario Los Angeles Times. https://t.co/8K9Dt7KF1W","In a study, psychologist Patricia Frazier asked people about their post-traumatic growth. People who reported high levels of change as a result of experiencing trauma also reported high levels of mental distress. https://t.co/YebqFLbesY (2/3) https://t.co/G8cE3SMhl6"
PS: Er ist 22.,"L’ancien chancelier allemand Gerhard Schröder, sanctionné pour ses liens avec Vladimir Poutine, lance des poursuites contre le Bundestag 
https://t.co/R0M28U03DN","Non bastano i nostri sforzi per guarire e riconciliare, occorre la Grazia di Cristo, occorre la sapienza mite e forte dello Spirito. Sia Lui a colmare le attese dei cuori. Sia Lui a prenderci per mano. Sia Lui a farci camminare insieme. #PopoliIndigeni #Canada","El anuncio de renuncia del vicepresidente de Paraguay vino unos minutos después de que Washington lo acusara de corrupción.

https://t.co/VFBJr12kcb","When people say traumatic experiences have made them stronger, is it because they’ve grown? Or is it because they feel pressured to conform to the “no pain, no gain” trope? (1/3)"
"So, wir haben hier jetzt alles erlebt. Ich schiebe das Rad in den Garten, mein Sohn rennt los, um mich mit Äpfeln zu bewerfen, aber ich schrecke ein Reh auf, das auf der Flucht mit ihm zusammenstößt. 1:0 für mich.",RT @marylinebaumard: Les déboires du cargo « Razoni » jettent un doute sur la levée du blocus russe en mer Noire https://t.co/YVfMDg23o1 vi…,Chiedo perdono per i modi in cui molti membri della Chiesa hanno cooperato a quei progetti di distruzione culturale e assimilazione forzata dei governi culminati nel sistema delle scuole residenziali. #PopoliIndigeni #Canada,El acuerdo de la coalición gobernante que respalda al presidente Gabriel Boric llega en medio de las divisiones que han generado algunos puntos del texto https://t.co/DIXlV6E3rc,"You’ve heard the cliche: What doesn't kill you makes you stronger. But after moving to the U.S. to study psychology, @EJayawickreme wondered if this popular trope was doing more harm than good.

This week, how setbacks transform us, for better or worse. 
https://t.co/5VEFMFpyBe"
@FrauWeh In der U1 haben wir halt Stil. 🥸,"« Notre message est clair : nous ferons tout pour aider les particuliers comme les entreprises », a annoncé le chancelier Olaf Scholz, sans préciser ni l'ampleur ni le calendrier de ces aides | par @helkohl
https://t.co/yDHvk9uNbn","Care #PopolazioniIndigene del #Canada, giungo nelle vostre terre natie per dirvi di persona che sono addolorato, per implorare da Dio perdono, guarigione e riconciliazione, per manifestarvi la mia vicinanza, per pregare con voi e per voi.","El caso de Lee reafirma la concepción popular de que los líderes empresariales son intocables y están por encima de la ley.

https://t.co/HjWrAY6frX",“Part of what it means to be human is to find a way to confront and manage our experience of suffering and adversity.”  -@EJayawickreme
"Oha, man trägt bodenlange Steppdaunenwesten in der #U1. 🤯","Reportage | Au Cap-Ferret, sous les fumées : « C’est irrespirable et pourtant il y a des gens à la plage » https://t.co/x6hB0UBFWX","Cari fratelli e sorelle del #Canada, vengo tra voi per incontrare le popolazioni indigene. Spero che, con la grazia di Dio, il mio pellegrinaggio penitenziale possa contribuire al cammino di riconciliazione già intrapreso. Per favore, accompagnatemi con la #preghiera.","Pese a su decisión de suspender la producción y venta de los polvos, la multinacional farmacéutica mantiene que el producto para bebés es seguro. https://t.co/bOL6KAqsJW",RT @ijeomaumebinyuo: I love this podcast because they merge research and storytelling so well. I love how this researcher does not diminish…
"Pro-Tipp: Wenn in der Dämmerung eine Hornisse in die Wohnung fliegt - hilf ihr sofort wieder raus. Wenn du erstmal wartest und sie dann nicht mehr findest, findet SIE DICH, wenn im Haus nur noch Deine Nachttischlampe brennt.","« Opposition totale », « le cercle de la raison s’élargit » : réactions contrastées après l’appel de sénateurs de gauche à la légalisation du #cannabis 
https://t.co/C7kJc5g5FV","Cari #NonnieAnziani, siamo chiamati ad essere artefici della rivoluzione della tenerezza! Facciamolo, imparando a utilizzare sempre di più e sempre meglio lo strumento più prezioso che abbiamo: la preghiera. La nostra invocazione fiduciosa può fare molto!","Es una enfermedad que consideramos del pasado, pero casos recientes han prendido las alarmas. 
 https://t.co/BW9w4zSW1U","RT @chinamoses: @HiddenBrain never fails.
Needed this one.
 https://t.co/yYe0K4IKY0"
RT @RobertaMetsola: I know this one 🧐 https://t.co/sQNkXRTJkG,"𝗖𝗛𝗥𝗢𝗡𝗜𝗤𝗨𝗘 | « Une personnalité, un objet » Le bureau de Valéry Giscard d’Estaing à l’Elysée, marqueur du changement dans la continuité 
✍️ par Jean-Michel Normand
https://t.co/C4gublXeHJ","La Giornata Mondiale dei #NonnieAnziani è un’occasione per dire ancora una volta, con gioia, che la Chiesa vuole far festa insieme a coloro che il Signore – come dice la Bibbia – ha “saziato di giorni”. Celebriamola insieme! https://t.co/LKGiKJkRn3",Los animales eran criados en un centro en Virginia. Luego los vendían a compañías farmacéuticas para que los usaran en experimentos con medicamentos. https://t.co/rfB7N9S5kK,"Our minds are good at justifying actions that fail to align with our values. This week, we ponder this aspect of behavior through the story of one of America's Founding Fathers: Thomas Jefferson. @agordonreed  joined us for this 2018 conversation. (2/2)
https://t.co/H84bvQLbPw"
@jonworth If they had left away the middle bar you could lay down there for sleeping.  ;-),"RT @PascaleKremer: On démystifie tant de stars en les interviewant… Avec Sempé, ce fut tout l’inverse. Quelle humilité, quelle drôlerie, qu…","Noi, #NonnieAnziani, abbiamo una grande responsabilità: insegnare alle persone a vedere gli altri con lo stesso sguardo comprensivo e tenero che rivolgiamo ai nipoti. Oggi possiamo essere maestri di un modo di vivere pacifico e attento ai più deboli.","¿Es peor para tu bolsillo pagar precios más altos en la compra del supermercado o resistir un frenazo económico? Quizás se pueden controlar las dos cosas como un equilibrista en la cuerda floja
https://t.co/xZnyS2Dg8b","“I think he was hypocritical in the way that many people are hypocritical, in that all of us are hypocritical when we have an intellectual belief about something, but we don't have the will to act upon those beliefs.” 
--@agordonreed (1/2)"
@rim_light @renehamburg 🤢,"La Fédération royale argue des « divergences de points de vue » avec le coach franco-bosnien Vahid Halilhodzic sur « la préparation des Lions de l’Atlas » en vue du Mondial au Qatar, dans trois mois | par Alexis Billebault
https://t.co/gqPk73T1Ir","“Ascolta la voce del creato” è il tema e l’invito del Tempo del Creato di quest’anno – dal 1° settembre al 4 ottobre. È un momento speciale per tutti i cristiani per pregare e prendersi cura insieme della nostra casa comune.
https://t.co/tCqyLzteKH","La mayoría de las personas de alto perfil en Rusia se han mantenido en silencio sobre la guerra, evitando las críticas al Kremlin.
https://t.co/J3TaQBsdbM","Big thanks to the @APA for having Shankar on their podcast, Speaking of Psychology! It was fun to talk about science and how we make our show. 

https://t.co/A4cEha2Ue5"
@christophnebgen @Schmidtlepp Dabei ist auf dem meisten Land der ÖPNV gar nicht so schlecht. https://t.co/70UZV1Xqiu,🎧 #Rediff « L'Heure du Monde » | Psychose collective ou attaque de l’armée russe ? Quel est donc ce mal mystérieux qui touche des dizaines de diplomates et membres des services secrets américains et canadiens ? Explications de @LucasMinisini 👇 https://t.co/qpYP7ThkSr,"Bisogna tornare all’essenza del cristianesimo: all’amore di Dio, motore della nostra gioia, che ci fa uscire e percorrere le strade del mondo; e all’accoglienza del prossimo, che è la nostra testimonianza più semplice e bella nel mondo.","""Nos quedan 30 cm de agua"": la grave sequía que golpea al Rin, uno de los mayores ríos de Europa del que depende la economía de Alemania https://t.co/Iu4MOb5SaS","In 1991, Pierce Forde was in a serious motorcycle accident. His body began to go into shock when the voice of a stranger offered some words of comfort.

https://t.co/rQqHdyNQdR"
"@Anja_UX Nein, da saß wirklich so ein Typ. :-)","Hôpital, déserts médicaux, gardes… Le nouveau ministre de la santé, François Braun, va mener, à compter de septembre, une grande concertation pour répondre à la crise du système de santé. Elle débutera par une phase citoyenne | par @C_Stromboni 
https://t.co/CrlA1CK0BY","Sono vicino anche alla martoriata popolazione ucraina. Come si fa a non capire che la guerra crea solo distruzione e morte, allontanando i popoli, uccidendo la verità e il dialogo? #PreghiamoInsieme perché si riprendano i negoziati.","¿Macho o hembra? Para estas especies, todo depende de la temperatura. https://t.co/evah5nDlAa","This week, we revisit our conversation with Pulitzer Prize-winning historian @agordonreed about the contradictions in Jefferson's life — and how those contradictions might resonate in our own lives. (2/2) 

https://t.co/0pgnhvRW94"
